"","STN_NAME","param","date","value","SMPL_COLL_DT","n_reps","monitoring_program","rep","f_pon","SMPL_COLL_DT_est","offset","sample_dt","sample_date","tide_dt_High","tide_dt_Low","hours_since_High","hours_since_low","v_High","v_Low","tide_change","n_unique_tides","same_tide_cycle"
"3323","gtmpinut","NH4-D",2023-02-07,0.009,2023-02-07 12:00:00,2,1,1,"<0>","2023-02-07 12:00:00","2H 0M 0S","2023-02-07 12:00:00","2023-02-07","2023-02-07 11:32:00","2023-02-07 05:08:00",0.466666666666667,6.86666666666667,1.301,-0.041,"Falling",1,TRUE
"3324","gtmpinut","NH4-D",2023-03-07,0.021,2023-03-07 11:56:00,2,1,1,"<0>","2023-03-07 11:56:00","2H 0M 0S","2023-03-07 11:56:00","2023-03-07","2023-03-07 10:26:00","2023-03-07 04:08:00",1.5,7.8,1.281,-0.058,"Falling",1,TRUE
"3325","gtmpinut","NH4-D",2023-04-04,0.0225,2023-04-04 11:46:00,2,1,1,"<0>","2023-04-04 10:46:00","2H 0M 0S","2023-04-04 11:46:00","2023-04-04","2023-04-04 10:13:00","2023-04-04 04:01:00",1.55,7.75,1.202,-0.033,"Falling",1,TRUE
"3326","gtmpinut","NH4-D",2023-05-02,0.009,2023-05-02 11:11:00,2,1,1,"<0>","2023-05-02 10:11:00","2H 0M 0S","2023-05-02 11:11:00","2023-05-02","2023-05-02 08:53:00","2023-05-02 02:44:00",2.3,8.45,1.07,0.012,"Falling",1,TRUE
"3327","gtmpinut","NH4-D",2023-06-05,0.0155,2023-06-05 13:17:00,2,1,1,"<0>","2023-06-05 12:17:00","2H 0M 0S","2023-06-05 13:17:00","2023-06-05","2023-06-05 12:19:00","2023-06-05 06:20:00",0.966666666666667,6.95,1.035,-0.193,"Falling",1,TRUE
"3328","gtmpinut","NH4-D",2023-07-18,0.047,2023-07-18 12:17:00,2,1,1,"<0>","2023-07-18 11:17:00","2H 0M 0S","2023-07-18 12:17:00","2023-07-18","2023-07-18 11:46:00","2023-07-18 05:51:00",0.516666666666667,6.43333333333333,1.049,0.064,"Falling",1,TRUE
"3329","gtmpinut","NH4-D",2023-08-01,0.0755,2023-08-01 11:40:00,2,1,1,"<0>","2023-08-01 10:40:00","2H 0M 0S","2023-08-01 11:40:00","2023-08-01","2023-08-01 10:44:00","2023-08-01 04:47:00",0.933333333333333,6.88333333333333,1.245,-0.084,"Falling",1,TRUE
"3330","gtmpinut","NH4-D",2023-09-12,0.018,2023-09-12 10:18:00,2,1,1,"<0>","2023-09-12 09:18:00","2H 0M 0S","2023-09-12 10:18:00","2023-09-12","2023-09-12 09:25:00","2023-09-12 03:27:00",0.883333333333333,6.85,1.324,0.361,"Falling",1,TRUE
"3331","gtmpinut","NH4-D",2023-10-16,0.078,2023-10-16 13:29:00,2,1,1,"<0>","2023-10-16 12:29:00","2H 0M 0S","2023-10-16 13:29:00","2023-10-16","2023-10-16 12:18:00","2023-10-16 05:48:00",1.18333333333333,7.68333333333333,1.657,0.243,"Falling",1,TRUE
"3332","gtmpinut","NH4-D",2023-11-07,0.039,2023-11-07 13:10:00,2,1,1,"<0>","2023-11-07 13:10:00","2H 0M 0S","2023-11-07 13:10:00","2023-11-07","2023-11-07 05:41:00","2023-11-07 11:40:00",7.48333333333333,1.5,1.245,0.395,"Rising",1,TRUE
"3333","gtmpinut","NH4-D",2023-12-12,0.0465,2023-12-12 11:15:00,2,1,1,"<0>","2023-12-12 11:15:00","2H 0M 0S","2023-12-12 11:15:00","2023-12-12","2023-12-12 09:42:00","2023-12-12 03:08:00",1.55,8.11666666666667,1.531,-0.063,"Falling",1,TRUE
"3334","gtmpinut","NH4-D",2024-01-10,0.063,2024-01-10 13:35:00,2,1,1,"<-1>","2024-01-10 13:35:00","2H 0M 0S","2024-01-10 13:35:00","2024-01-10","2024-01-10 09:21:00","2024-01-10 02:44:00",4.23333333333333,10.85,1.477,-0.2,"Falling",1,TRUE
"3335","gtmpinut","NH4-D",2024-02-08,0.016,2024-02-08 11:34:00,2,1,1,"<-1>","2024-02-08 11:34:00","2H 0M 0S","2024-02-08 11:34:00","2024-02-08","2024-02-08 09:00:00","2024-02-08 02:25:00",2.56666666666667,9.15,1.466,-0.25,"Falling",1,TRUE
"3336","gtmpinut","NH4-D",2024-03-07,0.0515,2024-03-07 09:55:00,2,1,1,"<-1>","2024-03-07 09:55:00","2H 0M 0S","2024-03-07 09:55:00","2024-03-07","2024-03-07 07:45:00","2024-03-07 01:08:00",2.16666666666667,8.78333333333333,1.38,-0.149,"Falling",1,TRUE
"3337","gtmpinut","NH4-D",2024-04-09,0.0215,2024-04-09 13:38:00,2,1,1,"<-1>","2024-04-09 12:38:00","2H 0M 0S","2024-04-09 13:38:00","2024-04-09","2024-04-09 11:46:00","2024-04-09 05:37:00",1.86666666666667,8.01666666666667,1.444,-0.246,"Falling",1,TRUE
"3338","gtmpinut","NH4-D",2024-06-04,0.0095,2024-06-04 10:40:00,2,1,1,"<-1>","2024-06-04 09:40:00","2H 0M 0S","2024-06-04 10:40:00","2024-06-04","2024-06-04 09:19:00","2024-06-04 03:20:00",1.35,7.33333333333333,1.15,-0.129,"Falling",1,TRUE
"3339","gtmpinut","NH4-D",2024-07-01,0.01,2024-07-01 09:05:00,2,1,1,"<-1>","2024-07-01 08:05:00","2H 0M 0S","2024-07-01 09:05:00","2024-07-01","2024-07-01 07:06:00","2024-07-01 01:05:00",1.98333333333333,8,1.127,0.032,"Falling",1,TRUE
"3340","gtmpinut","NH4-D",2024-08-20,0.0305,2024-08-20 13:28:00,2,1,1,"<-1>","2024-08-20 12:28:00","2H 0M 0S","2024-08-20 13:28:00","2024-08-20","2024-08-20 11:38:00","2024-08-20 05:31:00",1.83333333333333,7.95,1.469,-0.038,"Falling",1,TRUE
"3341","gtmpinut","NH4-D",2024-09-03,0.0325,2024-09-03 14:05:00,2,1,1,"<-1>","2024-09-03 13:05:00","2H 0M 0S","2024-09-03 14:05:00","2024-09-03","2024-09-03 11:28:00","2024-09-03 05:22:00",2.61666666666667,8.71666666666667,1.423,0.253,"Falling",1,TRUE
"3342","gtmpinut","NH4-D",2024-10-01,0.0265,2024-10-01 11:49:00,2,1,1,"<-1>","2024-10-01 10:49:00","2H 0M 0S","2024-10-01 11:49:00","2024-10-01","2024-10-01 10:18:00","2024-10-01 04:08:00",1.51666666666667,7.68333333333333,1.517,0.322,"Falling",1,TRUE
"3343","gtmpinut","NH4-D",2024-11-04,0.022,2024-11-04 14:45:00,2,1,1,"<-1>","2024-11-04 14:45:00","2H 0M 0S","2024-11-04 14:45:00","2024-11-04","2024-11-04 12:03:00","2024-11-04 05:26:00",2.7,9.31666666666667,1.59,0.255,"Falling",1,TRUE
"3344","gtmpinut","NH4-D",2024-12-03,0.043,2024-12-03 14:25:00,2,1,1,"<-1>","2024-12-03 14:25:00","2H 0M 0S","2024-12-03 14:25:00","2024-12-03","2024-12-03 11:44:00","2024-12-03 05:05:00",2.68333333333333,9.33333333333333,1.496,0.059,"Falling",1,TRUE
"3345","gtmpinut","NOx-D",2003-01-22,0.02425,2003-01-22 14:45:00,2,1,1,"<-1>","2003-01-22 14:45:00","2H 0M 0S","2003-01-22 14:45:00","2003-01-22","2003-01-22 13:23:00","2003-01-22 07:02:00",1.36666666666667,7.71666666666667,1.418,-0.098,"Falling",1,TRUE
"3346","gtmpinut","NOx-D",2003-02-26,0.0116,2003-02-26 11:46:00,2,1,1,"<-1>","2003-02-26 11:46:00","2H 0M 0S","2003-02-26 11:46:00","2003-02-26","2003-02-26 06:49:00","2003-02-26 00:03:00",4.95,11.7166666666667,1.405,0.025,"Falling",1,TRUE
"3347","gtmpinut","NOx-D",2003-03-26,0.01005,2003-03-26 13:05:00,2,1,1,"<-1>","2003-03-26 13:05:00","2H 0M 0S","2003-03-26 13:05:00","2003-03-26","2003-03-26 05:22:00","2003-03-26 11:46:00",7.71666666666667,1.31666666666667,1.359,0.148,"Rising",1,TRUE
"3348","gtmpinut","NOx-D",2003-04-29,0.004,2003-04-29 15:10:00,2,1,1,"<-1>","2003-04-29 14:10:00","2H 0M 0S","2003-04-29 15:10:00","2003-04-29","2003-04-29 10:03:00","2003-04-29 03:59:00",5.11666666666667,11.1833333333333,1.156,0.004,"Falling",1,TRUE
"3349","gtmpinut","NOx-D",2003-05-27,0.0065,2003-05-27 14:00:00,2,1,1,"<-1>","2003-05-27 13:00:00","2H 0M 0S","2003-05-27 14:00:00","2003-05-27","2003-05-27 08:47:00","2003-05-27 02:45:00",5.21666666666667,11.25,1.029,0.058,"Falling",1,TRUE
"3350","gtmpinut","NOx-D",2003-06-25,0.0091,2003-06-25 13:55:00,2,1,1,"<-1>","2003-06-25 12:55:00","2H 0M 0S","2003-06-25 13:55:00","2003-06-25","2003-06-25 08:06:00","2003-06-25 02:09:00",5.81666666666667,11.7666666666667,0.962,0.135,"Falling",1,TRUE
"3351","gtmpinut","NOx-D",2003-07-29,0.0614,2003-07-29 15:56:00,2,1,1,"<-1>","2003-07-29 14:56:00","2H 0M 0S","2003-07-29 15:56:00","2003-07-29","2003-07-29 11:26:00","2003-07-29 05:27:00",4.5,10.4833333333333,1.086,0.01,"Falling",1,TRUE
"3352","gtmpinut","NOx-D",2003-08-26,0.1727,2003-08-26 14:39:00,2,1,1,"<-1>","2003-08-26 13:39:00","2H 0M 0S","2003-08-26 14:39:00","2003-08-26","2003-08-26 10:09:00","2003-08-26 04:10:00",4.5,10.4833333333333,1.258,0.148,"Falling",1,TRUE
"3353","gtmpinut","NOx-D",2003-09-24,0.00845,2003-09-24 12:40:00,2,1,1,"<-1>","2003-09-24 11:40:00","2H 0M 0S","2003-09-24 12:40:00","2003-09-24","2003-09-24 09:41:00","2003-09-24 03:33:00",2.98333333333333,9.11666666666667,1.462,0.18,"Falling",1,TRUE
"3354","gtmpinut","NOx-D",2003-10-23,0.0491,2003-10-23 14:39:00,2,1,1,"<-1>","2003-10-23 13:39:00","2H 0M 0S","2003-10-23 14:39:00","2003-10-23","2003-10-23 09:13:00","2003-10-23 02:56:00",5.43333333333333,11.7166666666667,1.579,0.11,"Falling",1,TRUE
"3355","gtmpinut","NOx-D",2003-11-24,0.02625,2003-11-24 12:24:00,2,1,1,"<-1>","2003-11-24 12:24:00","2H 0M 0S","2003-11-24 12:24:00","2003-11-24","2003-11-24 10:24:00","2003-11-24 03:51:00",2,8.55,1.862,-0.144,"Falling",1,TRUE
"3356","gtmpinut","NOx-D",2003-12-11,0.004,2003-12-11 14:28:00,2,1,1,"<-1>","2003-12-11 14:28:00","2H 0M 0S","2003-12-11 14:28:00","2003-12-11","2003-12-11 11:58:00","2003-12-11 05:24:00",2.5,9.06666666666667,1.439,0.088,"Falling",1,TRUE
"3357","gtmpinut","NOx-D",2004-01-21,0.004,2004-01-21 09:27:00,2,1,1,"<-1>","2004-01-21 09:27:00","2H 0M 0S","2004-01-21 09:27:00","2004-01-21","2004-01-20 21:20:00","2004-01-21 03:20:00",12.1166666666667,6.11666666666667,1.237,-0.268,"Rising",1,TRUE
"3358","gtmpinut","NOx-D",2004-02-04,0.004,2004-02-04 09:45:00,2,1,1,"<-1>","2004-02-04 09:45:00","2H 0M 0S","2004-02-04 09:45:00","2004-02-04","2004-02-04 09:05:00","2004-02-04 02:35:00",0.666666666666667,7.16666666666667,1.295,-0.061,"Falling",1,TRUE
"3359","gtmpinut","NOx-D",2004-03-17,0.0163,2004-03-17 10:45:00,2,1,1,"<-1>","2004-03-17 10:45:00","2H 0M 0S","2004-03-17 10:45:00","2004-03-17","2004-03-17 07:42:00","2004-03-17 01:05:00",3.05,9.66666666666667,1.41,-0.054,"Falling",1,TRUE
"3360","gtmpinut","NOx-D",2004-04-14,0.00855,2004-04-14 09:08:00,2,1,1,"<-1>","2004-04-14 08:08:00","2H 0M 0S","2004-04-14 09:08:00","2004-04-14","2004-04-14 07:24:00","2004-04-14 00:50:00",1.73333333333333,8.3,1.305,0.013,"Falling",1,TRUE
"3361","gtmpinut","NOx-D",2004-05-04,0.04115,2004-05-04 10:45:00,2,1,1,"<-1>","2004-05-04 09:45:00","2H 0M 0S","2004-05-04 10:45:00","2004-05-04","2004-05-03 22:26:00","2004-05-04 04:46:00",12.3166666666667,5.98333333333333,1.47,-0.225,"Rising",1,TRUE
"3362","gtmpinut","NOx-D",2004-06-01,0.0113,2004-06-01 10:01:00,2,1,1,"<-1>","2004-06-01 09:01:00","2H 0M 0S","2004-06-01 10:01:00","2004-06-01","2004-06-01 09:31:00","2004-06-01 03:32:00",0.5,6.48333333333333,1.11,-0.189,"Falling",1,TRUE
"3363","gtmpinut","NOx-D",2004-07-13,0.004,2004-07-13 10:05:00,2,1,1,"<-1>","2004-07-13 09:05:00","2H 0M 0S","2004-07-13 10:05:00","2004-07-13","2004-07-13 08:20:00","2004-07-13 02:28:00",1.75,7.61666666666667,1.012,0.199,"Falling",1,TRUE
"3364","gtmpinut","NOx-D",2004-08-16,0.0387,2004-08-16 11:45:00,2,1,1,"<-1>","2004-08-16 10:45:00","2H 0M 0S","2004-08-16 11:45:00","2004-08-16","2004-08-16 11:35:00","2004-08-16 05:31:00",0.166666666666667,6.23333333333333,1.221,0.125,"Falling",1,TRUE
"3365","gtmpinut","NOx-D",2004-09-13,0.14,2004-09-13 10:45:00,2,1,1,"<-1>","2004-09-13 09:45:00","2H 0M 0S","2004-09-13 10:45:00","2004-09-13","2004-09-13 10:19:00","2004-09-13 04:14:00",0.433333333333333,6.51666666666667,1.383,0.227,"Falling",1,TRUE
"3366","gtmpinut","NOx-D",2004-10-25,0.06905,2004-10-25 10:25:00,2,1,1,"<-1>","2004-10-25 09:25:00","2H 0M 0S","2004-10-25 10:25:00","2004-10-25","2004-10-25 09:06:00","2004-10-25 02:49:00",1.31666666666667,7.6,1.643,0.188,"Falling",1,TRUE
"3367","gtmpinut","NOx-D",2004-11-01,0.0355,2004-11-01 12:30:00,2,1,1,"<-1>","2004-11-01 12:30:00","2H 0M 0S","2004-11-01 12:30:00","2004-11-01","2004-11-01 00:42:00","2004-11-01 06:30:00",11.8,6,1.356,0.375,"Rising",1,TRUE
"3368","gtmpinut","NOx-D",2004-12-08,0.0302,2004-12-08 09:00:00,2,1,1,"<-1>","2004-12-08 09:00:00","2H 0M 0S","2004-12-08 09:00:00","2004-12-08","2004-12-08 06:58:00","2004-12-08 00:23:00",2.03333333333333,8.61666666666667,1.387,0.012,"Falling",1,TRUE
"3369","gtmpinut","NOx-D",2005-01-10,0.0123,2005-01-10 11:00:00,2,1,1,"<-1>","2005-01-10 11:00:00","2H 0M 0S","2005-01-10 11:00:00","2005-01-10","2005-01-10 10:08:00","2005-01-10 03:32:00",0.866666666666667,7.46666666666667,1.643,-0.314,"Falling",1,TRUE
"3370","gtmpinut","NOx-D",2005-02-07,0.004,2005-02-07 11:40:00,2,1,1,"<-1>","2005-02-07 11:40:00","2H 0M 0S","2005-02-07 11:40:00","2005-02-07","2005-02-07 08:59:00","2005-02-07 02:23:00",2.68333333333333,9.28333333333333,1.552,-0.276,"Falling",1,TRUE
"3371","gtmpinut","NOx-D",2005-03-07,0.00555,2005-03-07 09:30:00,2,1,1,"<-1>","2005-03-07 09:30:00","2H 0M 0S","2005-03-07 09:30:00","2005-03-07","2005-03-07 07:49:00","2005-03-07 01:11:00",1.68333333333333,8.31666666666667,1.449,-0.152,"Falling",1,TRUE
"3372","gtmpinut","NOx-D",2005-04-05,0.01475,2005-04-05 12:20:00,2,1,1,"<-1>","2005-04-05 11:20:00","2H 0M 0S","2005-04-05 12:20:00","2005-04-05","2005-04-05 08:31:00","2005-04-05 02:01:00",3.81666666666667,10.3166666666667,1.375,-0.109,"Falling",1,TRUE
"3373","gtmpinut","NOx-D",2005-05-04,0.0073,2005-05-04 09:20:00,2,1,1,"<-1>","2005-05-04 08:20:00","2H 0M 0S","2005-05-04 09:20:00","2005-05-04","2005-05-04 08:09:00","2005-05-04 01:48:00",1.18333333333333,7.53333333333333,1.257,-0.079,"Falling",1,TRUE
"3374","gtmpinut","NOx-D",2005-06-21,0.0085,2005-06-21 09:30:00,2,1,1,"<-1>","2005-06-21 08:30:00","2H 0M 0S","2005-06-21 09:30:00","2005-06-21","2005-06-20 22:03:00","2005-06-21 04:32:00",11.45,4.96666666666667,1.448,-0.164,"Rising",1,TRUE
"3375","gtmpinut","NOx-D",2005-07-07,0.0154,2005-07-07 11:15:00,2,1,1,"<-1>","2005-07-07 10:15:00","2H 0M 0S","2005-07-07 11:15:00","2005-07-07","2005-07-06 23:34:00","2005-07-07 06:03:00",11.6833333333333,5.2,1.341,0.031,"Rising",1,TRUE
"3376","gtmpinut","NOx-D",2005-08-03,0.03175,2005-08-03 10:41:00,2,1,1,"<-1>","2005-08-03 09:41:00","2H 0M 0S","2005-08-03 10:41:00","2005-08-03","2005-08-03 10:03:00","2005-08-03 04:14:00",0.633333333333333,6.45,1.101,0.193,"Falling",1,TRUE
"3377","gtmpinut","NOx-D",2005-09-19,0.01855,2005-09-19 13:10:00,2,1,1,"<-1>","2005-09-19 12:10:00","2H 0M 0S","2005-09-19 13:10:00","2005-09-19","2005-09-19 12:09:00","2005-09-19 05:49:00",1.01666666666667,7.35,1.855,0.059,"Falling",1,TRUE
"3378","gtmpinut","NOx-D",2005-10-03,0.0252,2005-10-03 12:20:00,2,1,1,"<-1>","2005-10-03 11:20:00","2H 0M 0S","2005-10-03 12:20:00","2005-10-03","2005-10-03 11:10:00","2005-10-03 04:52:00",1.16666666666667,7.46666666666667,1.564,0.248,"Falling",1,TRUE
"3379","gtmpinut","NOx-D",2005-11-14,0.03385,2005-11-14 10:05:00,2,1,1,"<-1>","2005-11-14 10:05:00","2H 0M 0S","2005-11-14 10:05:00","2005-11-14","2005-11-14 08:47:00","2005-11-14 02:22:00",1.3,7.71666666666667,1.764,0.036,"Falling",1,TRUE
"3380","gtmpinut","NOx-D",2005-12-06,0.0173,2005-12-06 14:50:00,2,1,1,"<-1>","2005-12-06 14:50:00","2H 0M 0S","2005-12-06 14:50:00","2005-12-06","2005-12-06 14:11:00","2005-12-06 07:41:00",0.65,7.15,1.54,0.045,"Falling",1,TRUE
"3381","gtmpinut","NOx-D",2006-01-17,0.00935,2006-01-17 12:41:00,2,1,1,"<-1>","2006-01-17 12:41:00","2H 0M 0S","2006-01-17 12:41:00","2006-01-17","2006-01-17 12:17:00","2006-01-17 05:53:00",0.4,6.8,1.312,0.036,"Falling",1,TRUE
"3382","gtmpinut","NOx-D",2006-02-14,0.0088,2006-02-14 11:16:00,2,1,1,"<-1>","2006-02-14 11:16:00","2H 0M 0S","2006-02-14 11:16:00","2006-02-14","2006-02-14 11:14:00","2006-02-14 04:54:00",0.0333333333333333,6.36666666666667,1.303,-0.025,"Falling",1,TRUE
"3383","gtmpinut","NOx-D",2006-03-14,0.00515,2006-03-14 09:56:00,2,1,1,"<-1>","2006-03-14 09:56:00","2H 0M 0S","2006-03-14 09:56:00","2006-03-14","2006-03-13 21:47:00","2006-03-14 03:53:00",12.15,6.05,1.197,-0.018,"Rising",1,TRUE
"3384","gtmpinut","NOx-D",2006-04-12,0.00625,2006-04-12 10:56:00,2,1,1,"<-1>","2006-04-12 09:56:00","2H 0M 0S","2006-04-12 10:56:00","2006-04-12","2006-04-12 10:33:00","2006-04-12 04:29:00",0.383333333333333,6.45,1.162,-0.006,"Falling",1,TRUE
"3385","gtmpinut","NOx-D",2006-05-10,0.0129,2006-05-10 09:06:00,2,1,1,"<-1>","2006-05-10 08:06:00","2H 0M 0S","2006-05-10 09:06:00","2006-05-10","2006-05-09 21:02:00","2006-05-10 03:15:00",12.0666666666667,5.85,1.19,0.025,"Rising",1,TRUE
"3386","gtmpinut","NOx-D",2006-06-12,0.01025,2006-06-12 11:46:00,2,1,1,"<-1>","2006-06-12 10:46:00","2H 0M 0S","2006-06-12 11:46:00","2006-06-12","2006-06-11 23:23:00","2006-06-12 05:52:00",12.3833333333333,5.9,1.37,-0.14,"Rising",1,TRUE
"3387","gtmpinut","NOx-D",2006-07-11,0.0178,2006-07-11 11:21:00,2,1,1,"<-1>","2006-07-11 10:21:00","2H 0M 0S","2006-07-11 11:21:00","2006-07-11","2006-07-10 23:01:00","2006-07-11 05:29:00",12.3333333333333,5.86666666666667,1.452,-0.133,"Rising",1,TRUE
"3388","gtmpinut","NOx-D",2006-08-08,0.004,2006-08-08 10:31:00,2,1,1,"<-1>","2006-08-08 09:31:00","2H 0M 0S","2006-08-08 10:31:00","2006-08-08","2006-08-08 10:07:00","2006-08-08 04:12:00",0.4,6.31666666666667,1.205,0.007,"Falling",1,TRUE
"3389","gtmpinut","NOx-D",2006-09-25,0.0082,2006-09-25 13:31:00,2,1,1,"<-1>","2006-09-25 12:31:00","2H 0M 0S","2006-09-25 13:31:00","2006-09-25","2006-09-25 13:03:00","2006-09-25 06:35:00",0.466666666666667,6.93333333333333,1.612,0.337,"Falling",1,TRUE
"3390","gtmpinut","NOx-D",2006-10-23,0.0139,2006-10-23 12:51:00,2,1,1,"<-1>","2006-10-23 11:51:00","2H 0M 0S","2006-10-23 12:51:00","2006-10-23","2006-10-23 11:56:00","2006-10-23 05:26:00",0.916666666666667,7.41666666666667,1.635,0.268,"Falling",1,TRUE
"3391","gtmpinut","NOx-D",2006-11-08,0.00895,2006-11-08 10:16:00,2,1,1,"<-1>","2006-11-08 10:16:00","2H 0M 0S","2006-11-08 10:16:00","2006-11-08","2006-11-07 23:54:00","2006-11-08 05:48:00",10.3666666666667,4.46666666666667,1.521,0.114,"Rising",1,TRUE
"3392","gtmpinut","NOx-D",2006-12-06,0.00885,2006-12-06 10:46:00,2,1,1,"<-1>","2006-12-06 10:46:00","2H 0M 0S","2006-12-06 10:46:00","2006-12-06","2006-12-05 22:43:00","2006-12-06 04:38:00",12.05,6.13333333333333,1.361,-0.048,"Rising",1,TRUE
"3393","gtmpinut","NOx-D",2007-01-03,0.0088,2007-01-03 10:21:00,2,1,1,"<-1>","2007-01-03 10:21:00","2H 0M 0S","2007-01-03 10:21:00","2007-01-03","2007-01-03 10:05:00","2007-01-03 03:33:00",0.266666666666667,6.8,1.554,-0.12,"Falling",1,TRUE
"3394","gtmpinut","NOx-D",2007-02-19,0.0062,2007-02-19 11:31:00,2,1,1,"<-1>","2007-02-19 11:31:00","2H 0M 0S","2007-02-19 11:31:00","2007-02-19","2007-02-18 23:16:00","2007-02-19 05:20:00",12.25,6.18333333333333,1.418,-0.261,"Rising",1,TRUE
"3395","gtmpinut","NOx-D",2007-03-06,0.0216,2007-03-06 11:31:00,2,1,1,"<-1>","2007-03-06 11:31:00","2H 0M 0S","2007-03-06 11:31:00","2007-03-06","2007-03-05 23:40:00","2007-03-06 05:46:00",11.85,5.75,1.334,0.062,"Rising",1,TRUE
"3396","gtmpinut","NOx-D",2007-04-04,0.0062,2007-04-04 11:31:00,2,1,1,"<-1>","2007-04-04 10:31:00","2H 0M 0S","2007-04-04 11:31:00","2007-04-04","2007-04-04 00:10:00","2007-04-04 06:24:00",11.35,5.11666666666667,1.385,0.057,"Rising",1,TRUE
"3397","gtmpinut","NOx-D",2007-05-15,0.009,2007-05-15 09:41:00,2,1,1,"<-1>","2007-05-15 08:41:00","2H 0M 0S","2007-05-15 09:41:00","2007-05-15","2007-05-14 21:26:00","2007-05-15 03:47:00",12.25,5.9,1.532,-0.215,"Rising",1,TRUE
"3398","gtmpinut","NOx-D",2007-06-13,0.01025,2007-06-13 09:11:00,2,1,1,"<-1>","2007-06-13 08:11:00","2H 0M 0S","2007-06-13 09:11:00","2007-06-13","2007-06-12 21:08:00","2007-06-13 03:33:00",12.05,5.63333333333333,1.528,-0.142,"Rising",1,TRUE
"3399","gtmpinut","NOx-D",2007-07-16,0.00865,2007-07-16 12:41:00,2,1,1,"<-1>","2007-07-16 11:41:00","2H 0M 0S","2007-07-16 12:41:00","2007-07-16","2007-07-16 00:18:00","2007-07-16 06:39:00",12.3833333333333,6.03333333333333,1.494,-0.051,"Rising",1,TRUE
"3400","gtmpinut","NOx-D",2007-08-13,0.0062,2007-08-13 11:01:00,2,1,1,"<-1>","2007-08-13 10:01:00","2H 0M 0S","2007-08-13 11:01:00","2007-08-13","2007-08-12 23:09:00","2007-08-13 05:29:00",11.8666666666667,5.53333333333333,1.57,0.094,"Rising",1,TRUE
"3401","gtmpinut","NOx-D",2007-09-11,0.00775,2007-09-11 10:26:00,2,1,1,"<-1>","2007-09-11 09:26:00","2H 0M 0S","2007-09-11 10:26:00","2007-09-11","2007-09-10 22:42:00","2007-09-11 04:57:00",11.7333333333333,5.48333333333333,1.61,0.24,"Rising",1,TRUE
"3402","gtmpinut","NOx-D",2007-10-10,0.03575,2007-10-10 09:34:00,2,1,1,"<-1>","2007-10-10 08:34:00","2H 0M 0S","2007-10-10 09:34:00","2007-10-10","2007-10-09 22:12:00","2007-10-10 04:21:00",11.3666666666667,5.21666666666667,1.556,0.296,"Rising",1,TRUE
"3403","gtmpinut","NOx-D",2007-11-13,0.0968,2007-11-13 11:36:00,2,1,1,"<-1>","2007-11-13 11:36:00","2H 0M 0S","2007-11-13 11:36:00","2007-11-13","2007-11-13 00:04:00","2007-11-13 05:45:00",11.5333333333333,5.85,1.23,0.25,"Rising",1,TRUE
"3404","gtmpinut","NOx-D",2007-12-10,0.0272,2007-12-10 10:31:00,2,1,1,"<-1>","2007-12-10 10:31:00","2H 0M 0S","2007-12-10 10:31:00","2007-12-10","2007-12-09 22:17:00","2007-12-10 04:07:00",12.2333333333333,6.4,1.119,0.059,"Rising",1,TRUE
"3405","gtmpinut","NOx-D",2008-01-08,0.0103,2008-01-08 09:41:00,2,1,1,"<-1>","2008-01-08 09:41:00","2H 0M 0S","2008-01-08 09:41:00","2008-01-08","2008-01-07 21:49:00","2008-01-08 03:43:00",11.8666666666667,5.96666666666667,1.03,-0.097,"Rising",1,TRUE
"3406","gtmpinut","NOx-D",2008-02-05,0.00635,2008-02-05 09:51:00,2,1,1,"<-1>","2008-02-05 09:51:00","2H 0M 0S","2008-02-05 09:51:00","2008-02-05","2008-02-05 09:07:00","2008-02-05 02:35:00",0.733333333333333,7.26666666666667,1.293,-0.107,"Falling",1,TRUE
"3407","gtmpinut","NOx-D",2008-03-10,0.0205,2008-03-10 13:38:00,2,1,1,"<-1>","2008-03-10 12:38:00","2H 0M 0S","2008-03-10 13:38:00","2008-03-10","2008-03-10 13:22:00","2008-03-10 07:10:00",0.266666666666667,6.46666666666667,1.366,-0.1,"Falling",1,TRUE
"3408","gtmpinut","NOx-D",2008-04-21,0.0062,2008-04-21 11:21:00,2,1,1,"<-1>","2008-04-21 10:21:00","2H 0M 0S","2008-04-21 11:21:00","2008-04-21","2008-04-20 23:38:00","2008-04-21 05:59:00",11.7166666666667,5.36666666666667,1.429,0.018,"Rising",1,TRUE
"3409","gtmpinut","NOx-D",2008-05-20,0.007,2008-05-20 11:28:00,2,1,1,"<-1>","2008-05-20 10:28:00","2H 0M 0S","2008-05-20 11:28:00","2008-05-20","2008-05-19 23:09:00","2008-05-20 05:37:00",12.3166666666667,5.85,1.348,-0.012,"Rising",1,TRUE
"3410","gtmpinut","NOx-D",2008-06-19,0.0077,2008-06-19 10:56:00,1,1,1,"<-1>","2008-06-19 09:56:00","2H 0M 0S","2008-06-19 10:56:00","2008-06-19","2008-06-18 23:25:00","2008-06-19 05:53:00",11.5166666666667,5.05,1.277,-0.033,"Rising",1,TRUE
"3411","gtmpinut","NOx-D",2008-07-02,0.01185,2008-07-02 09:56:00,2,1,1,"<-1>","2008-07-02 08:56:00","2H 0M 0S","2008-07-02 09:56:00","2008-07-02","2008-07-01 21:58:00","2008-07-02 04:26:00",11.9666666666667,5.5,1.573,-0.163,"Rising",1,TRUE
